date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:58:03	158018/158018	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2023:55:42%20GMT	https://671f0e8808598.site123.me/	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/671f0e8808598.site123.me/index.html	(from )
19:58:04	125/125	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2023:58:03%20GMT	https://671f0e8808598.site123.me/robots.txt		(from )
19:58:04	232304/232304	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202024%2023:10:14%20GMT	https://files.cdn-files-a.com/uploads/9884310/2000_gi-671f0f804bef7.jpg	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/files.cdn-files-a.com/uploads/9884310/2000_gi-671f0f804bef7.jpg	(from https://671f0e8808598.site123.me/)
19:58:05	1243/1243	---M--	200	added ('OK')	image/png	date:Tue,%2002%20Apr%202024%2006:22:15%20GMT	https://cdn-cms-s.f-static.net/manager/websites/site123_website/files/logos/brand_files_2020/Icons/Png/Icon_blue.png?aspect_ratio=1:1&width=48&format=png	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/manager/websites/site123_website/files/logos/brand_files_2020/Icons/Png/Icon_blue5ce5.png	(from https://671f0e8808598.site123.me/)
19:58:05	594/594	---MCZ	200	added ('OK')	application/xml	date:Fri,%2001%20Nov%202024%2023:58:05%20GMT	https://671f0e8808598.site123.me/rss.xml	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/671f0e8808598.site123.me/rss.xml	(from https://671f0e8808598.site123.me/)
19:58:05	477079/477079	---MCZ	200	added ('OK')	text/css	etag:%2274797-62480a91e1a00-gzip%22	https://cdn-cms-s.f-static.net/versions/2/css/minimize_main.css?v=n84019	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/css/minimize_main2046.css	(from https://671f0e8808598.site123.me/)
19:58:05	154795/154795	---MCZ	200	added ('OK')	text/css	date:Fri,%2001%20Nov%202024%2023:58:05%20GMT	https://cdn-cms-s.f-static.net/versions/2/css/websiteCSS.css?w=&orderScreen=&websiteID=9884310&onlyContent=&tranW=&v=css_y226_52819689	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/css/websiteCSSb74c.css	(from https://671f0e8808598.site123.me/)
19:58:06	201577/201577	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Oct%202024%2019:02:35%20GMT	https://files.cdn-files-a.com/uploads/9884310/400_671f0ed00cb89.png	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/files.cdn-files-a.com/uploads/9884310/400_671f0ed00cb89.png	(from https://671f0e8808598.site123.me/)
19:58:06	150967/150967	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2023:58:06%20GMT	https://671f0e8808598.site123.me/blog	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/671f0e8808598.site123.me/blog.html	(from https://671f0e8808598.site123.me/)
19:58:06	148212/148212	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2023:58:06%20GMT	https://671f0e8808598.site123.me/integrantes	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/671f0e8808598.site123.me/integrantes.html	(from https://671f0e8808598.site123.me/)
19:58:06	154825/154825	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202024%2023:58:06%20GMT	https://671f0e8808598.site123.me/blog/identificaci%c3%b3n-de-requisitos-y-limitaciones-t%c3%a9cnicas-en-el-dise%c3%b1o-de-redes	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/671f0e8808598.site123.me/blog/identificaci%c3%b3n-de-requisitos-y-limitaciones-t%c3%a9cnicas-en-el-dise%c3%b1o-de-redes.html	(from https://671f0e8808598.site123.me/)
19:58:07	313124/313124	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202024%2023:16:10%20GMT	https://files.cdn-files-a.com/uploads/9884310/normal_67255f1c8766a.png	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/files.cdn-files-a.com/uploads/9884310/normal_67255f1c8766a.png	(from https://671f0e8808598.site123.me/)
19:58:07	15292/15292	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Oct%202024%2011:36:57%20GMT	https://cdn-cms-s.f-static.net/manager/websites/site123_website/files/logos/brand_files_2020/Logo/Horizontal/PNG/Horizontal_Black.png?v=n84019	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/manager/websites/site123_website/files/logos/brand_files_2020/Logo/Horizontal/PNG/Horizontal_Black2046.png	(from https://671f0e8808598.site123.me/)
19:58:07	143709/143709	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Nov%202024%2023:58:07%20GMT	https://671f0e8808598.site123.me/671f0e8808598.site123.me	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/671f0e8808598.site123.me/671f0e8808598.site123.me	(from https://671f0e8808598.site123.me/)
19:58:07	145443/145443	---MCZ	200	added ('OK')	application/javascript	etag:%2223823-62480a93c9e80-gzip%22	https://cdn-cms-s.f-static.net/versions/2/js/minimize_p1.js?v=n84019	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/js/minimize_p12046.js	(from https://671f0e8808598.site123.me/)
19:58:07	142826/142826	---MCZ	200	added ('OK')	application/javascript	etag:%2222dea-62480a9b6b080-gzip%22	https://cdn-cms-s.f-static.net/versions/2/js/minimize_p2.js?v=n84019	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/js/minimize_p22046.js	(from https://671f0e8808598.site123.me/)
19:58:08	221383/221383	---MCZ	200	added ('OK')	application/javascript	etag:%22360c7-62480a90ed7c0-gzip%22	https://cdn-cms-s.f-static.net/versions/2/js/minimize_p3.js?v=n84019	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/js/minimize_p32046.js	(from https://671f0e8808598.site123.me/)
19:58:08	186047/186047	---MCZ	200	added ('OK')	application/javascript	etag:%222d6bf-62480a9b6b080-gzip%22	https://cdn-cms-s.f-static.net/versions/2/js/minimize_p4.js?v=n84019	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/js/minimize_p42046.js	(from https://671f0e8808598.site123.me/)
19:58:08	153135/153135	---MCZ	200	added ('OK')	application/javascript	etag:%222562f-62480a9d53500-gzip%22	https://cdn-cms-s.f-static.net/versions/2/js/minimize_scripts.js?v=n84019	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/js/minimize_scripts2046.js	(from https://671f0e8808598.site123.me/)
19:58:09	5921/5921	---MCZ	200	added ('OK')	application/javascript	etag:%221721-62480a91e1a00-gzip%22	https://cdn-cms-s.f-static.net/versions/2/wizard/statistics/js/generateStats-min.js?v=n84019	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/wizard/statistics/js/generateStats-min2046.js	(from https://671f0e8808598.site123.me/)
19:58:09	4178/4178	---M--	200	added ('OK')	image/gif	date:Wed,%2003%20May%202023%2010:42:01%20GMT	https://cdn-cms-s.f-static.net/files/vendor/slick-1.8.1/slick/ajax-loader.gif	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/files/vendor/slick-1.8.1/slick/ajax-loader.gif	(from https://cdn-cms-s.f-static.net/versions/2/css/minimize_main.css?v=n84019)
19:58:09	2072/2072	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2001%20Nov%202024%2023:58:09%20GMT	https://cdn-cms-s.f-static.net/versions/2/css/owl.video.play.png	C:/Users/luisi/Documents/Universidad/Redes%20II/blogRedes2/blogRedes2Ugma/cdn-cms-s.f-static.net/versions/2/css/owl.video.play.png	(from https://cdn-cms-s.f-static.net/versions/2/css/minimize_main.css?v=n84019)
